imdb,quote,title
116606,A bleak annoyingly quirky Gen-X recasting of the When Harry Met Sally notion that true love is based on friendship.,If Lucy Fell
116606,All coy grins and daffy mugging Mr. Stiller plays the role as if aspiring to become the Elliott Gould of his generation. Compared with jumping off the Brooklyn Bridge thats a reasonable goal.,If Lucy Fell
116606,If Lucy Fell is funnier more often than not and when its not being funny its at least being strange. Ill take strange over what most major-distributor comedies are when theyre not being funny.,If Lucy Fell
116606,There is an affectation that I find particularly annoying and that is when people choose to perform at a level below their natural intelligence.,If Lucy Fell
116606,Its airy fluffy and ultimately uninteresting.,If Lucy Fell
116606,If Lucy Fell should be a chore and yet I kept catching myself having a good time.,If Lucy Fell
116606,Sadly the story is nowhere as original as the details and performances.,If Lucy Fell
116606,A disappointingly superficial romantic comedy. Theres no chemistry between any of the characters. The acting is mediocre with Schaeffer and Parker exhibiting no screen presence.,If Lucy Fell
114536,Overlong and overreaching.,Steal Big Steal Little
103859,In Boomerang Eddie Murphy straitjackets himself in an ill-fitting comedy vehicle thats desperately in need of a reality check.,Boomerang
103859,The general idea is to exploit a certain amount of role reversal and Reginald Hudlin who directed House Party does a fairly good job of making this fun.,Boomerang
103859,The film is far too slick to be ineffective but its attempts to play with the sex-war theme are often unbelievably crass.,Boomerang
103859,Theres something paradoxical about the ease he radiates in playing a man who is supposed to be a smashing success. As an underdog Mr. Murphy worked much harder.,Boomerang
103859,For all the sex talk in Boomerang theres very little nudity. The only thing naked is Murphys vanity.,Boomerang
103859,Boomerang is the funniest most sophisticated movie of Eddie Murphys career.,Boomerang
103859,Whatever [Murphy] was thinking during the dark days of his career slump it seems to have paid off handsomely.,Boomerang
103859,Murphy gives his most appealing performance to date using his smug self-satisfied sly smile as a joke on his own well-known screen persona.,Boomerang
109424,As fresh as falling rain a pair of love stories full of pain and humor.,Chungking Express
109424,Its interesting enough to watch for most of its length because of Wongs incisive camera work and his intense immersion of the Hong Kong night culture.,Chungking Express
109424,This is the kind of movie youll relate to if you love film itself rather than its surface aspects such as story and stars.,Chungking Express
109424,Once the viewer gets past bouts of confusion (the film demands more than one viewing) the result is a uniquely memorable look at the ties that bind all people.,Chungking Express
109424,A frenetic one-way ride through The Land of Vaporous Plot with stops along the way at Irritatingly Cute Extended Metaphor City.,Chungking Express
109424,More impressive than engaging.,Chungking Express
109424,A movie that has Tarantinos brand of kinetic eccentric energy but thats much more soulful.,Chungking Express
114808,The movie is not as special as Cinema Paradiso but in its own way it is enchanted too. Mother of God what faces.,The Star Maker (L'uomo delle stelle)
114808,The central story belatedly introduced may prove rudely downbeat for viewers who lapped up Paradisos sentiment.,The Star Maker (L'uomo delle stelle)
116324,David O. Russell has a twisted mind; I like that in a man.,Flirting With Disaster
116324,This whacked-out road comedy about a young mans search for his real parents takes any number of unexpected turns most of them bitingly funny.,Flirting With Disaster
116324,The neurotic frenzy threatens to annoy but Russells edgy abbreviated style generates farcical comic friction without sacrificing character.,Flirting With Disaster
116324,There are conventions in this sort of story and Russell seems to violate most of them. He allows the peculiarities of his characters to lead them away from the plot line and into perplexities of their own.,Flirting With Disaster
116324,Hang on and prepare to laugh continually.,Flirting With Disaster
116324,The perpetual motion is a deliciously hysterical rush. This offbeat documentary-like comedy becomes geometrically funnier as it goes along.,Flirting With Disaster
116324,[A] wonderfully mad odyssey of a movie in which a man sets out to find his biological parents and winds up meeting more weirdos than Alice found down the rabbit hole.,Flirting With Disaster
145653,The film isnt wrenching enough to do it justice.,Angela's Ashes
145653,If Parker had aimed more at capturing the authors unique voice and worried less about getting the details right his movie might have been extraordinary.,Angela's Ashes
145653,There is in the film a beauty and ambition rare in most current movies.,Angela's Ashes
145653,Mostly misses the humor lyricism and emotional charge of Frank McCourts magical and magnificent memoir.,Angela's Ashes
145653,Watson the queen of suffering-female roles is as good as ever.,Angela's Ashes
145653,Angelas Ashes is the soggiest dud of all the major holiday releases.,Angela's Ashes
145653,Mostly its a series of visits to the welfare line.,Angela's Ashes
145653,Lacking a heart.,Angela's Ashes
145653,The film is too often trapped in its own reverence and solemnity.,Angela's Ashes
145653,Im sure the producers of Angelas Ashes meant well but they got the wrong guy to direct it.,Angela's Ashes
145653,Primitive peoples or so its said resist being photographed believing that the creation of an image robs them of their souls. A quaint notion perhaps but how else can you explain whats happened to Angelas Ashes?,Angela's Ashes
145653,For all its fidelity to the spirit and in extended passages to the letter of McCourts book however Parkers film falls short.,Angela's Ashes
145653,Theres a compelling momentum to Angelas Ashes Alan Parkers very faithful if poetically subordinate version of McCourts book which imposed elegance on squalor and intelligence on the indolence cultivated by poverty.,Angela's Ashes
256524,The movie has an odd feeling both lush and listless. Its enough to make us believe Allens comic batteries need recharging.,The Curse of the Jade Scorpion
256524,The romance between C.W. and Betty Ann doesnt have much ardor repressed or otherwise.,The Curse of the Jade Scorpion
256524,Mid-level pretty-but-not- hugely-funny Allen film.,The Curse of the Jade Scorpion
256524,Its evidently important to Allen to work work work but hes starting to make his movies by rote instead of passion.,The Curse of the Jade Scorpion
256524,[Allens] let his guard down and has allowed himself and his audience to relax -- something that doesnt often happen when the specters of class and European art hover over his pictures.,The Curse of the Jade Scorpion
256524,Despite an appealing even ingenious premise Scorpion is another quippy but uninspired comedy.,The Curse of the Jade Scorpion
256524,The director may be coasting with Jade Scorpion but audiences will likely have too much fun to care.,The Curse of the Jade Scorpion
256524,Many of the jokes fall flat and the film has a musty smell about it like an apartment someone has been living in for too long. Yet the picture plays out pleasantly and Allen creates a world thats easy to inhabit.,The Curse of the Jade Scorpion
256524,In spite of its dated ways -- or perhaps because of them -- it just may be the most youthful film youll see this summer.,The Curse of the Jade Scorpion
256524,About as insignificant as a movie can be without blowing right off the screen.,The Curse of the Jade Scorpion
256524,The frothiest funniest comedy he has made since Manhattan Murder Mystery.,The Curse of the Jade Scorpion
256524,Enormous fun.,The Curse of the Jade Scorpion
256524,This new one has a clever premise is well-acted and has a polished deliberately antiquated look but it elicits more shrugs than laughs.,The Curse of the Jade Scorpion
256524,Feels like an exercise in seasoned craft with an occasional good line which cant help seeming hugely lacking in ambition. Theres a prevailing sense that the wind has gone out of Allens artistic sails.,The Curse of the Jade Scorpion
256524,The title is to be sure delightful but the movie itself is finally a trifle.,The Curse of the Jade Scorpion
256524,In nearly four decades of filmmaking Woody Allen has been hilarious brilliant maddening contrary and unsettling. Never though has he been so ordinary.,The Curse of the Jade Scorpion
256524,The movie is a pleasure to watch the craft is voluptuous to regard but The Curse of the Jade Scorpion lacks the elusive zing of inspiration.,The Curse of the Jade Scorpion
256524,Theres nothing major here certainly nothing on the order of my favorite among Allens retro workouts of the past decade Bullets Over Broadway. But its entertaining all the same.,The Curse of the Jade Scorpion
116130,Its good-natured innocuous frivolity that should raise a few smiles and generate good but not great spring box office.,Down Periscope
116130,he construction is so ramshackle (or the mood so PC) that the film-makers put a woman (Holly) on board then cant find a thing to do with her.,Down Periscope
116130,A soggy sub sandwich layered with cheesy action stale jokes and gung-ho baloney.,Down Periscope
116130,The tone of the acting which is set by Mr. Grammers blandly laid-back performance is all wrong for a genre that demands over-the-top hamming.,Down Periscope
116130,More laid-back here than he is on television Grammer seems to barely break a sweat.,Down Periscope
116130,After that auspicious opening it sinks.,Down Periscope
116130,There are occasional laughs but as with most movies that think theyre funnier than they actually are most of the jokes fall flat.,Down Periscope
483726,Levinson has written and directed in many genres. But rarely has he made a film as indecisive and diffident as Man of the Year.,Man of the Year
483726,A surprisingly complex and dark satire that skewers the media as well as the political process.,Man of the Year
483726,Man of the Year makes telling points and has a lot to say but it loses its voice along with its consistency around the mid-way point and that will likely make it an also-ran in the box office race.,Man of the Year
483726,Its a comedy a political thriller a love story: Barry Levinsons Man of the Year tries to be all things to all people and fails on every count -- a little like the generic ineffectual politicians its pretending to excoriate.,Man of the Year
483726,A few observations about the hollowness of party politics plus Robin Williams doing lots of funny shtick as a Jon Stewart-like comic running for president have been thrown together with low regard for logic or consistent tone.,Man of the Year
483726,Barry Levinsons Man of the Year squanders a promising premise; its ultimately overlong underwritten and strangely unfunny.,Man of the Year
483726,A genre-less imaginative riff by an intelligent filmmaker on the state of the country.,Man of the Year
483726,Its a nearly tone-deaf satire of American politics and the culture of celebrity a comedy without enough laughs a satire without enough bite.,Man of the Year
483726,Only in filmmaking does one very good idea plus another very good idea sometimes add up to one less-than-great picture.,Man of the Year
483726,Man of the Year is longer than the FDR administration less funny than Calvin Coolidge and deader than Abe Lincoln.,Man of the Year
483726,A few moments do not make a new Mr. Smith Goes to Washington. Frank Capra can continue to rest in peace.,Man of the Year
483726,The second half of Man of the Year bears practically no relation to the irreverent comedy the movies trailer sells you -- much like a politician who doesnt keep any of the promises that lured you to vote for him.,Man of the Year
483726,Man of the Year isnt Movie of the Year. It might have been an ironic condemnation of electoral fraud and the malignant sway of corporate profits. But for a while anyway it had my vote.,Man of the Year
483726,Man of the Year is a moderately funny little movie that isnt pointed enough to successfully skewer its political targets.,Man of the Year
483726,Man of the Year is a well-intentioned mess a dated yuk-it-up sloppy civics lesson with such a lack of conviction that it backs away from the very questions it poses.,Man of the Year
483726,No one will mistake Man of the Year for movie of the year but it says some things worth being said without the usual straight face.,Man of the Year
483726,Man of the Year starts out funny -- at least thats the intention -- and then morphs into a kind of paranoid thriller. Neither one of the movies split personalities is particularly good.,Man of the Year
483726,Theres a Preston Sturges lesson in Man of the Year: Entertaining folks is its own civic duty. At times making citizens laugh (and think) might be the most honorable profession of all.,Man of the Year
107076,A disappointing American debut of the Hong Kong cult director John Woo is a decent action vehicle by standards of its star Jean-Claude Van Damme but hampered by a B script and flat characters it doesnt bear Woos auteurist signature and unique vision,Hard Target
107076,Its what Hollywood wanted Woo for: bigger brighter explosions.,Hard Target
107076,Presenting Mr. Van Damme as reverentially as Sergio Leone did the young Clint Eastwood Mr. Woo displays a real aptitude for malignant mischief which is this storys stock in trade.,Hard Target
107076,Even when the acting is hammy notably Wilford Brimleys turn as Chances Cajun uncle Woo stages every fight with hypnotic grace.,Hard Target
107076,Woo a master of stylized violence and explosive action has had to buy into Americas fascination with explosive effects and reaction. Something gets lost in the transition.,Hard Target
107076,Its characters are poorly-developed the plot is the pinnacle of absurdity and the acting at best is well over-the-top. Nevertheless on the most basic visceral level the film succeeds.,Hard Target
107076,Essentially Hard Target is a risk-averse Van Damme vehicle steered by many hands and set on tracks leading directly to the delivery entrances of the countrys video stores.,Hard Target
118055,Is it worse as a love story or as a drama about the sorry state of television news? The answer: Its a tie.,Up Close & Personal
118055,This is one of those untaxing time-killers where you spend a lot of time pondering which of its actresss changing hairstyles you like best.,Up Close & Personal
115685,This isnt the supreme masterpiece it might have been but Nicholss direction is very polished and some of the lines and details are awfully funny.,The Birdcage
115685,If The Birdcage isnt exactly the Mike Nichols-Elaine May movie of our dreams it does manage to transform what was formerly a campy bit of French fluff into one of the loopiest most hysterical family-values movies ever made.,The Birdcage
115685,The Birdcage is a scream.,The Birdcage
115685,It doesnt so much champion diversity as celebrate conformity.,The Birdcage
115685,A glossy miscalculation with Nathan Lane and Robin Williams.,The Birdcage
115685,Basically the movies an extended setup for a dinner-table comedy of errors in which the mismatched relatives confront one another in a nerve-racking test of appearances.,The Birdcage
115685,One of those rare motion pictures with side-splitting laughs where the humor never stays dormant for long.,The Birdcage
115685,Far less plastic than most cross-dressing comedies.,The Birdcage
115685,What makes Mike Nichols version more than just a retread is good casting in the key roles and a wicked screenplay by Elaine May who keeps the original story but adds little zingers here and there.,The Birdcage
115685,An American remake with plenty of new pizazz.,The Birdcage
115685,The beauty of The Birdcage is that its jokes and its message are one and the same. These characters couldnt change themselves if they tried. And only a fool would want them to.,The Birdcage
112442,The cops never seem to know what theyre doing but then neither do the filmmakers though I cant imagine that casual audiences will care since there are plenty of big explosions at the end to reward them.,Bad Boys
112442,Even when its not particularly funny their interplay is engaging and their lively raucous personalities keep the proceedings punchy and watchable for the slightly overlong running time.,Bad Boys
112442,Unfortunately the movie is a couple of rewrites short of developed and the thriller configurations are stale.,Bad Boys
112442,This film isnt aiming for high-toned drama just high-energy entertainment which is what it delivers.,Bad Boys
112442,Its all special-effects noise and nonsense.,Bad Boys
112442,Given how much good Bad Boys is going to do for Martin Lawrences feature career its a pity the film couldnt do any more for itself.,Bad Boys
112442,A good half-hours worth of nonsense in the middle keeps Bad Boys from being little better than a break- even proposition.,Bad Boys
112442,This movie is so good-looking it deserves a decent screenplay instead of one more lope down memory lane.,Bad Boys
112442,Even by the low-low standards of cheap action flicks this ones bad boys.,Bad Boys
112442,Bad Boys is relentless formulaic fodder for the explosion-starved; its loud shallow sexist and a complete waste of time.,Bad Boys
112442,Bad Boys takes the often-traveled road and leads the audience to a dead end.,Bad Boys
112442,Of course the Simpson-Bruckheimer approach may still work at the box office (the only place it ever really mattered anyway). By now though Id like to think most moviegoers have had a permanent overdose.,Bad Boys
112342,Harmless family fare might be deemed politically correct for its concern for endangered species but whitewashing of Chinese regime will strike adults... as somewhat bizarre.,The Amazing Panda Adventure
112342,Pandas are many things. Adorable fuzzballs. Voracious eaters. Vanishing species. But as actors they are black and white and dull all over which The Amazing Panda Adventure demonstrates all too well.,The Amazing Panda Adventure
112461,For those few soul-freezing moments you get a glimpse of the great actor Leonardo DiCaprio is going to be.,The Basketball Diaries
112461,Significantly the movie keeps the heros reformation offscreen as well as unexplained; its more interested in shock effects than in candor or elucidation.,The Basketball Diaries
112461,The angel-faced DiCaprio is a gifted actor but he lacks the authority and physical presence to keep us with him.,The Basketball Diaries
112461,The star shines but the movie is hard to watch.,The Basketball Diaries
112461,You leave The Basketball Diaries believing that Leonardo DiCaprio can do anything.,The Basketball Diaries
112461,Although it masquerades as a cautionary tale about the horrors of heroin this epic of teen-age angst is more accurately seen as a reverential wallow in the gutter of self-absorption.,The Basketball Diaries
112461,Amazingly though even with Kalverts lack of style and vision the greatness of DiCaprios performance is undiminished.,The Basketball Diaries
112461,Will there ever be a market for a movie about a character who hurries past his drug phase because he cant wait to tell you what he did after he pulled his act together? Probably not.,The Basketball Diaries
112461,Facile escapes are rejected and the resolution is acceptable because we can believe it. In fact thats the reason this film works as well as it does: credibility.,The Basketball Diaries
112461,DiCaprio goes as far into the hell of drug abuse as any actor ever has -- and comes out a star.,The Basketball Diaries
112461,A movie for masochists an unrelentingly ugly Just Say No propaganda movie it might have been bankrolled by Nancy Reagan.,The Basketball Diaries
112461,DiCaprio has so much presence that he almost saves the day but this is a movie thatll make you want to opt for Jim Carreys The Basketball Diaries.,The Basketball Diaries
405163,It ranges from awkward to excruciating.,The Amateurs (The Moguls) (Dirty Movie)
405163,This sort of thing was done much better by the British years ago in The Full Monty and Calendar Girls. Theres really no call for an American rehash.,The Amateurs (The Moguls) (Dirty Movie)
405163,Do not waste your time with The Amateurs.,The Amateurs (The Moguls) (Dirty Movie)
405163,There are no laughs to be found in writer-director Michael Traegers would-be comedy The Amateurs but there is one big mystery: how actors of this caliber could have been convinced to take part.,The Amateurs (The Moguls) (Dirty Movie)
405163,As a writer Traeger is consternatingly adolescent and glib.,The Amateurs (The Moguls) (Dirty Movie)
405163,Youll notice that the actors are way overqualified for this nonsense. But the kick they get out of one another is what pulls you in.,The Amateurs (The Moguls) (Dirty Movie)
405163,If theres something hypocritically coy about a sex comedy without sex (let alone a porn industry without victims) theres also something refreshing about the characters unabashed good nature -- at least until the grievously saccharine finale.,The Amateurs (The Moguls) (Dirty Movie)
112384,Even if you know how it all turned out (and you should) this amazing journey is harrowing and exhilarating.,Apollo 13
112384,The film succeeds brilliantly at organizing great gobs of information into powerful drama.,Apollo 13
112384,Hanks is a terrific choice for the lead because he can appear strong and military without slipping over into Sgt. Rock corniness.,Apollo 13
112384,Apollo 13 one of the most exciting adventure movies of the year proves that science history can be just as thrilling as science fiction.,Apollo 13
112384,Howard is not above pushing buttons of his own and milking the big moments. But they are indeed big moments and the manipulation is not intrusive. He has made a can-do movie for our cant-do age.,Apollo 13
112384,The film despite its raggedness is stirring. In the end this failed mission seems like the most impressive achievement of the entire space program: a triumph not of planning but of inspired improvisation.,Apollo 13
112384,This meticulous but ultimately rather pedestrian drama gradually won me over as a minor if watchable example of the victory through defeat brand of military heroism that John Ford specialized in.,Apollo 13
112384,Self-conscious about its heroism with portrayals that lean toward the glib and the professionally uplifting the film milks our sympathies too readily to be emotionally convincing.,Apollo 13
112384,This engrossing account of the nations most perilous moon shot embodies what many people consider to be old-fashioned American virtues in a virtually pristine state.,Apollo 13
112384,Apollo 13 Ron Howards soaring salute to space exploration lifts off with a payload of the right stuff-courage can-do grace under pressure and other qualities derided as machismo by some and applauded as old-fashioned values by others.,Apollo 13
112384,Major rousing thoroughly professional Hollywood entertainment that will dazzle you with its re-creations of historical events take you inside the space capsule and the Houston command center and leave you wondering where our heroes [have gone].,Apollo 13
112384,For a space movie both the special effects and photography are surprisingly pedestrian. Where it scores is in subtly restating traditional notions of male heroism.,Apollo 13
112384,Playing the tough commanding Jim Lovell is a substantial stretch for Mr. Hanks but as usual his seeming ingenuousness overshadows all else about the role. Theres not a false move to anything he does on screen.,Apollo 13
112384,If you thought Tom Hanks was just an ordinary big-screen star wait until youve seen him eight stories tall.,Apollo 13
112384,The special effects and many scenes of weightlessness look as good or better than in the original while the Oscar-winning sound and James Horners rousing score make good use of the hefty audio system.,Apollo 13
112384,The re-release of Ron Howards Apollo 13 in the IMAX format proves absolutely that really really really good things can come in enormous packages.,Apollo 13
112384,On a purely pictorial level this is one of the best-looking IMAX movies ever.,Apollo 13
112384,Blowing up some 35mm films to an image 10 times larger could magnify their plot faults and performance shortcomings. But Apollo 13 with its taut cast script and direction profits from the process.,Apollo 13
112384,Its a great American adventure and a wonderful film to bring to IMAX.,Apollo 13
112384,Its easily Howards best film.,Apollo 13
114287,Rob Roy has its diversions but they are unfortunately outweighed by some heavy baggage that contains not enough of substance.,Rob Roy
114287,Neeson makes a less dashing action hero than did Day-Lewis but he brings enough gravitas to his role to endow his love for his wife Mary (Lange) and his conflict with Cunningham with real emotional punch.,Rob Roy
114287,Rob Roy is best watched for local color and for its hearty hot-blooded stars.,Rob Roy
114287,With such a cast and the setting of the Highlands plus a story with a gold mine of dramatic potential it is a puzzle why Rob Roy is so uninvolving.,Rob Roy
114287,You always know where its going even as it meanders for two and a half hours getting there.,Rob Roy
114287,No more than moderately satisfying.,Rob Roy
114287,Director Michael Caton-Jones and Sharp both Scotsmen are so caught up in the legend that they dont seem to notice that RR is about as heroic as a hatful of haggis.,Rob Roy
114287,Strange. I thought I had seen enough sword fights in movies to last a lifetime but I was wrong.,Rob Roy
114287,As embodied by Liam Neeson Rob Roy is a tremendous protagonist -- a naive man whose belief in honor and whose love for a woman family and clan make him a figure to cheer for.,Rob Roy
114287,If youre in a forgiving campy frame of mind (which I must have been the night I saw this) theres cheap pleasure to be gained from the experience.,Rob Roy
430912,As a stand-alone film this doesnt work; but viewed through the prism of the original it offers some twisted self-conscious pleasures.,Basic Instinct 2
430912,Stupefyingly lackluster.,Basic Instinct 2
430912,Like many sequels this is actually a remake and it suffers from the law of diminishing returns.,Basic Instinct 2
430912,The plot already mired in nonsensical backstory collapses with the late-inning introduction of a tired metafictional device (not to mention a wildly lunging Usual Suspects twist).,Basic Instinct 2
430912,Basic Instinct 2 has a stylish look and a few sexy moments but the plot goes from confusing to implausible to absolutely ludicrous in the final sequence.,Basic Instinct 2
430912,Even the ice pick looks like it really doesnt want to be there.,Basic Instinct 2
430912,The 1992 phenomenon was creepy tense and sexually charged in a bold yet tawdry way. This sequel lacks even a shred of those elements.,Basic Instinct 2
430912,If youre trying to reinvigorate the art of the stylish thriller the movie you come up with needs to be stylish and it needs to be thrilling. Basic Instinct 2 written by Leora Barish and Henry Bean and directed by Michael Caton-Jones is neither.,Basic Instinct 2
430912,Despite all the heavy breathing and mood lighting Basic Instinct 2 is so dull that you might find yourself easily distracted by side issues.,Basic Instinct 2
430912,What Basic Instinct 2 is missing besides any of the trashy good fun of the original is a subtitle. Heres a suggestion: A Girls Guide to Dressing for Her Shrink.,Basic Instinct 2
430912,This film is unable to involve entertain or titillate. Basically it stinks.,Basic Instinct 2
430912,Stones purring snarling bedroom kink is embarrassing.,Basic Instinct 2
430912,But the movie is a baroque little mystery of so little mystery or consequence that youre literally sitting there waiting for the next full body cavity search.,Basic Instinct 2
430912,At this point there are inflatable toys that are livelier than Stone but how can you tell the difference? Basic Instinct 2 is not an erotic thriller. Its taxidermy.,Basic Instinct 2
430912,As with the first film BI2 abounds with red herrings and misdirection and comes up with an equally ambiguous Did she or didnt she? ending. But there are problems here beyond its staleness.,Basic Instinct 2
430912,Few expected Basic Instinct 2 to be very good but no one expected it to be this boring.,Basic Instinct 2
430912,Using the same basic plot as 1992s original BI2 feels less like a sequel than a remake whose shelf life has expired.,Basic Instinct 2
430912,The only real intrigue comes in the films risky flirtation with high camp.,Basic Instinct 2
430912,The original movie lacked sense but it did possess that sizzle. This one has neither.,Basic Instinct 2
430912,In the end this is a movie that makes the original Basic Instinct look good. And in a way thats quite a feat.,Basic Instinct 2
112462,By now Jim Carrey is doing sarcastic takes on his own sarcasm and theres something funny and a little scary in that.,Batman Forever
112462,Joel Schumacher submits to the Wagnerian bombast with an overly busy surface and the script by Lee and Janet Scott Batchler and Akiva Goldsman basically runs through the formula as if its a checklist.,Batman Forever
112462,As for Kilmer he gamely steps into the dual Batman/Wayne role but cant get much traction finding as Michael Keaton had that beyond a stern jaw theres not much to be done with it since the suit does most of the work.,Batman Forever
112462,The second sequel to Tim Burtons 1989 blockbuster makes its predecessors appear models of subtlety and coherence.,Batman Forever
112462,The film recovers from that initial confusion to get stronger as it goes along and to shape up as a free-form playground for its various masquerading stars.,Batman Forever
112462,Batman Forever is in and out but wins in the end by staying true to its unbridled comic spirit.,Batman Forever
112462,This loud and boisterous comic book confidential is serviceable enough to satisfy.,Batman Forever
112462,Its lighter brighter funnier faster-paced and a whole lot more colorful than before.,Batman Forever
112462,Its great bubble gum for the eyes.,Batman Forever
112462,Carrey lights up an otherwise over-scripted over-frenetic potboiler.,Batman Forever
112462,Minds in neutral zoning out on the eye candy.,Batman Forever
112462,The highs? Jim Carreys Riddler hands down.,Batman Forever
112462,A grand- scale effort thats more awe-inspiring than completely successful as entertainment.,Batman Forever
112462,Kilmers good not surprisingly but he doesnt get to do a lot.,Batman Forever
112462,Bigger battier and better.,Batman Forever
61395,A delicacy a passionate and compassionate study of erotica.,Belle de Jour
61395,It is possibly the best-known erotic film of modern times perhaps the best.,Belle de Jour
61395,Of all the supposedly challenging attractions playing locally in our supposedly more enlightened era the most compellingly erotic and entertaining spectacle is still provided by Belle de Jour,Belle de Jour
61395,This silly little masterpiece regards Deneuve as the goddess of light she really was -- a figment of our collective appetite for the unreal.,Belle de Jour
61395,Every detail has been so carefully thought out that seeing it again is like seeing it in another key.,Belle de Jour
61395,A wise enormously enjoyable film about the power of fantasy -- a toast to the importance of dreams.,Belle de Jour
61395,Much of the film works because of the capable acting of Deneuve.,Belle de Jour
61395,The director may have been ahead of his time but he displays no more compassion for his characters than a psycho killer shows for his victims.,Belle de Jour
112495,In attempting to make its politics palatable as entertainment the film has grafted them onto a boatload of Hollywood implausibilities whose excesses cripple believability.,Beyond Rangoon
112495,As an exercise in art or even polemics Beyond Rangoon is beyond redemption but still works its occasional magic with extraordinary flair.,Beyond Rangoon
112495,Yet one more film -- that defines Third World political unrest through its effect on a white liberal.,Beyond Rangoon
112495,Boormans metaphysical musings might work if he integrated them more fully into his film instead of making them secondary to action sequences.,Beyond Rangoon
112495,Its fascinating and rewarding to watch [Arquette] evolve with much credibility from her own personal state of immaturity to a state of full growth.,Beyond Rangoon
112495,A rare film one that is intelligent emotional and exciting.,Beyond Rangoon
112495,Because the film is well acted and directed and the Malaysian locations are exotic and seductive I got involved even though the story ... was so clearly concocted.,Beyond Rangoon
112495,An odd movie brilliant in places but frustrating all the same.,Beyond Rangoon
112495,Besides being an intelligent and gripping thriller with a solid grounding in real recent historical events Beyond Rangoon also gives movie-goers a rare opportunity to watch a female hero.,Beyond Rangoon
109370,The best thing you can say about this scattershot political satire is that the late John Candys next-to-last picture is relatively funnier and less depressing than his valedictory Wagons East.,Canadian Bacon
112642,A fairy tale with the soul of a rerun.,Casper
112642,Its not clear why Steven Spielbergs Amblin decided to make a live-action entertainment starring the least interesting and most saccharine of all 50s cartoon characters.,Casper
112642,Once the audience has become inured to the wide-eyed protagonist and impressive digitized effects theres little sense of wonder or awe to be found.,Casper
112642,The set design however merely disguises what is in fact an intimate and likeable picture.,Casper
112642,Caspers movie is not the cleverest one around but its hero may be the most lovable.,Casper
112642,This doesnt usually happen to me but 15 minutes before the end of Casper I suddenly realized that if I didnt take a deep breath I was going to start sobbing.,Casper
112642,As a technical achievement its impressive and entertaining. And there is even a little winsome philosophy.,Casper
112642,As expected it features extra-spectral effects slews of celebrity guest shots and splendidly decorated sets. For all of that though the film is duller than a dead mans eyes.,Casper
112642,Without the talent of Ricci Casper would have been a truly barren motion picture. As it is its still not very good.,Casper
112642,The horror the horror.,Casper
112642,Casper moves like a dirge especially when it sinks into a meditation on death a la Ghost. As specter spectacles go Casper is a bit of a ghost bust.,Casper
112688,There is a force and focus in Lees work an absence of intellectual posturing and a willingness to let his material speak for itself that he has not achieved before.,Clockers
112688,The performances are strong but the spectator often feels adrift in an overly busy intrigue.,Clockers
112688,A study of the urban dope-dealing culture and its toll on everyone who comes in contact with it the picture has an insiders feel that is constantly undercut by the filmmakers impulse to editorialize.,Clockers
112688,The result is a more sober mournful and meditative expressionism than youd expect. Thats not to say the film isnt suspenseful but the directors distaste for the inner citys gun culture is clear to see. Superbly acted.,Clockers
112688,Helping make these points is as strong a cast as Lee has yet worked with.,Clockers
112688,Has the strengths of Spike Lees best work without the preachiness and gimmicky camera moves of his weakest.,Clockers
112688,Clockers thunders home with the bruising urgency of a story that needs to be told.,Clockers
112688,A real wicked thrill.,Clockers
112688,Clockers uses unexpected narrative turns to accentuate the themes of lost innocence and uncultivated potential and affirms that tragic melodrama is not a prerequisite for emotional impact.,Clockers
112688,Lee captures the despair self-delusion occasional terror and frequent humor of a praised and popular novel aided by the potent acting his direction virtually guarantees.,Clockers
112688,What we get mostly in the film is a sense of Lee flailing struggling to get a handle on his material.,Clockers
112688,Although Clockers is as I suggested a murder mystery in solving its murder it doesnt even begin to find a solution to the system that led to the murder. That is the point.,Clockers
112715,Feels as if the picture were edited to leave the action sequences in while removing any connecting material that might have helped them make sense.,Congo
112715,Dreadfully muddled but mildly diverting.,Congo
112715,This glib overheated film about vicious primates delivers little suspense...,Congo
112715,The entire tone of the book has been transformed from tension to tongue-in-cheek with dismal results.,Congo
112715,A movie that appears to have been designed first as a future theme park and then as a major motion-picture.,Congo
112715,In every frame it aspires to be a theme park.,Congo
112715,This is easily the worst filmed version of anything penned by the prolific author.,Congo
112715,As you stand there with your $7 ask yourself Do I really want to see a rubber gorilla smoke a cigar? If necessary ask yourself twice.,Congo
112715,The least interesting adventure ever filmed.,Congo
112715,Marshall cant decide whether hes making a thriller or a laff-it-up lark.,Congo
112715,A splendid example of a genre no longer much in fashion the jungle adventure story.,Congo
112715,Its the first bomb of another endless summer of commercial Hollywood crap.,Congo
112740,This is a boys movie all the way.,Crimson Tide
112740,The screenplay may be credited to Michael Schiffer but the punchy dialogue has Quentin Tarantino written all over it. The cast has a ball.,Crimson Tide
112740,Isnt there something awfully satisfying about the throbbing missiles and cathartic explosions that constitute this films main excitement? Maybe so but nothing else here delivers a comparable thrill.,Crimson Tide
112740,Crimson Tide has everything you could want from an action thriller and a few other things you usually cant hope to expect.,Crimson Tide
112740,Nope this picture doesnt bear thinking about but if you resist that nasty temptation setting all your mental gauges at Dead Slow the flow of the action will see you through.,Crimson Tide
112740,If ever a picture crackled Crimson Tide fits the description.,Crimson Tide
